fid,tesis_adi,il_adi,sokak_adi,ilce_adi,mahalle_adi,area,num_of_buildings_between_0_15,num_of_buildings_between_15_30,num_of_buildings_between_30_50,mahalle_nüfus
3833,İETT Firuzbey İÖO Durağı,İSTANBUL,ÖĞÜMCE YOLU,BEYKOZ,PAŞAMANDIRA,3384.13,1,0,0,1077
3834,Değirmendere Cami Çevresi,İSTANBUL,ÖĞÜMCE YOLU,BEYKOZ,PAŞAMANDIRA,6907.1226,1,0,0,1077
1606,Polonezköy Parkı,İSTANBUL,KESTANELİK,BEYKOZ,POLONEZKÖY,3155.7207,1,0,1,322
4178,0/135 Parselde Bulunan Boş Alan,İSTANBUL,KORUCU AHMET YOLU,BEYKOZ,POYRAZKÖY,6365.6567,9,10,14,751
4179,Liman Yanı Halı Saha,İSTANBUL,KORUCU AHMET YOLU,BEYKOZ,POYRAZKÖY,1349.594,1,3,4,751
3839,Riva Futbol Sahası,İSTANBUL,METİN OKTAY,BEYKOZ,RİVA,11611.466,4,7,11,2744
4985,Spor Toto Teşkilat Başkanığı Orta Okulu-TFF İlköğretim Okulu Bahçesi,İSTANBUL,RİVA,BEYKOZ,RİVA,8407.1875,6,8,13,2744
3437,Erguvan Parkı ve Çevresi Otoparkı,İSTANBUL,ŞEHİT SİNAN EROĞLU,BEYKOZ,RÜZGARLIBAHÇE,3261.7415,3,5,3,6079
2417,Limak Eurasia Karşısı Otoparkı,İSTANBUL,CUMHURİYET,BEYKOZ,RÜZGARLIBAHÇE,11989.339,2,1,3,6079
3439,Celal Aras Anadolu Lisesi Bahçesi,İSTANBUL,YAVUZ SULTAN SELİM,BEYKOZ,RÜZGARLIBAHÇE,4063.4353,3,4,6,6079
4682,Bahattin Özyazıcı İlkokulu Bahçesi,İSTANBUL,AHU,BEYKOZ,RÜZGARLIBAHÇE,1107.9501,1,0,0,6079
3436,Belediye Parkı (Aras Kargo Önü)),İSTANBUL,ŞEHİT SİNAN EROĞLU,BEYKOZ,RÜZGARLIBAHÇE,3187.5803,3,1,6,6079
4681,Seyfi Baba Parkı,İSTANBUL,PANAROMA,BEYKOZ,RÜZGARLIBAHÇE,553.78625,1,0,0,6079
2419,Rüzgarlı Bahçe Spor Kulübü,İSTANBUL,CUMHURİYET,BEYKOZ,RÜZGARLIBAHÇE,983.4934,1,0,0,6079
4680,Şehit Jandarma Onbaşı Murat Al Parkı,İSTANBUL,CUMHURİYET,BEYKOZ,RÜZGARLIBAHÇE,544.1547,1,0,0,6079
4679,Otopark (Medistate Hastane Otoparkı Bitişiği),İSTANBUL,CUMHURİYET,BEYKOZ,RÜZGARLIBAHÇE,7072.1978,1,1,1,6079
4146,Beykoz Konakları Vakfı Güler Keçeli Anaokulu Bahçesi,İSTANBUL,CENGİZHAN,BEYKOZ,SOĞUKSU,723.133,4,0,1,8466
4837,Aşık Şenlik Parkı,İSTANBUL,KARADUT,BEYKOZ,SOĞUKSU,2361.1143,5,5,9,8466
4838,Soğuksu İlkokulu Bahçesi,İSTANBUL,KARADUT,BEYKOZ,SOĞUKSU,754.82837,6,6,14,8466
4147,Sezerler Parkı,İSTANBUL,CENGİZHAN,BEYKOZ,SOĞUKSU,2203.8586,5,7,27,8466
3870,Şehit Adil Doğan İlköğretim Okulu Bahçesi,İSTANBUL,SULTAN AZİZ,BEYKOZ,TOKATKÖY,914.3456,3,9,26,10570
3878,Şehit Bayram Top Parkı,İSTANBUL,AKGÜVERCİN,BEYKOZ,TOKATKÖY,1879.9006,13,14,31,10570
3873,0/435-14-15 Parsellerde Bulunan İBB'ye Ait Boş Alan,İSTANBUL,FERAH ÇIKMAZI,BEYKOZ,TOKATKÖY,13234.439,3,2,10,10570
3875,Şehit Çavuş İlhan Karademir Parkı,İSTANBUL,ÖDEV ÇIKMAZI,BEYKOZ,TOKATKÖY,384.78683,6,9,20,10570
3774,473/1 Yerde Bulunan Pazar Alanı,İSTANBUL,SEYREK SELVİLER,BEYKOZ,YALIKÖY,23448.566,22,19,36,4185
115,Çavuşbaşı Erkek Öğrenci Yurdu Yanıdaki Halı Saha ve Çevresi,İSTANBUL,SELÇUK,BEYKOZ,YAVUZ SELİM,4427.307,2,0,1,4140
2838,Şehit İlker Aktaş Parkı,İSTANBUL,MİHRACE ÇIKMAZI,BEYKOZ,YENİ MAHALLE,1544.3698,1,0,0,15092
111,Yenimahalle Kent Ormanı,İSTANBUL,KÜÇÜKSU_1,BEYKOZ,YENİ MAHALLE,262592.4,8,5,2,15092
2412,Yeni Mahalle Spor Tesisi,İSTANBUL,KAYIN,BEYKOZ,YENİ MAHALLE,6570.2476,1,0,0,15092
2628,Yeni Mahalle İETT Peronu,İSTANBUL,KÜÇÜKSU_1,BEYKOZ,YENİ MAHALLE,3197.969,1,2,4,15092
2413,Baraj Sok. Parkı,İSTANBUL,KAYIN,BEYKOZ,YENİ MAHALLE,502.05896,1,0,0,15092
3920,Beykoz Yenimahalle Anaokulu Bahçesi,İSTANBUL,BALSUYU,BEYKOZ,YENİ MAHALLE,633.01013,1,0,0,15092
3921,Mehmet Emin Pulatkonak İlkokulu-Ortaokulu Bahçesi,İSTANBUL,KÜÇÜKSU_1,BEYKOZ,YENİ MAHALLE,2200.8032,1,0,0,15092
1944,65. Yıl Parkı,İSTANBUL,KÜÇÜKSU_1,BEYKOZ,YENİ MAHALLE,1197.9727,1,0,0,15092
1943,Yeni Mahalle Parkı,İSTANBUL,KÜÇÜKSU_1,BEYKOZ,YENİ MAHALLE,1824.3542,1,0,0,15092
1942,İmam Şamil Camii Bahçesi,İSTANBUL,KÜÇÜKSU_1,BEYKOZ,YENİ MAHALLE,621.99225,1,0,0,15092
1459,Zerzevatçı Mahallesi Camii Bahçesi,İSTANBUL,ZERZEVATCI YOLU,BEYKOZ,ZERZAVATÇI,1264.8802,3,2,2,827
1460,125/2 Yerde Bulunan Meydan,İSTANBUL,ŞİRİNDERE,BEYKOZ,ZERZAVATÇI,1423.5211,3,1,7,827
3014,Mevlana Parkı,İSTANBUL,KAFKAS,BEYLİKDÜZÜ,ADNAN KAHVECİ,8448.613,4,3,2,81388
3001,Hacı İmam Muhammed Uygur Cami Önü Park,İSTANBUL,BURÇAK,BEYLİKDÜZÜ,ADNAN KAHVECİ,14831.282,2,5,3,81388
2996,Ahmet Taner Kışlalı Parkı,İSTANBUL,ÇALIŞLAR,BEYLİKDÜZÜ,ADNAN KAHVECİ,790.25366,1,1,4,81388
2995,Büyükdere Caddesi Parkı,İSTANBUL,ÇALIŞLAR,BEYLİKDÜZÜ,ADNAN KAHVECİ,2156.4539,4,0,2,81388
2994,Atatürk Parkı,İSTANBUL,KAZIM KARABEKİR,BEYLİKDÜZÜ,ADNAN KAHVECİ,1402.7268,1,3,8,81388
2993,Pir Sultan Abdal Parkı,İSTANBUL,KAZIM KARABEKİR,BEYLİKDÜZÜ,ADNAN KAHVECİ,1178.1978,4,3,4,81388
3017,Gürpınar İMKB Mesleki ve Teknik Anadolu Lisesi Bahçesi,İSTANBUL,OSMANLI,BEYLİKDÜZÜ,ADNAN KAHVECİ,15787.962,5,7,2,81388
3002,Yaşamkent 2 .Etap,İSTANBUL,GÖLBOYU,BEYLİKDÜZÜ,ADNAN KAHVECİ,204712.25,7,4,11,81388
3003,Çamlık Parkı,İSTANBUL,GÖLBOYU,BEYLİKDÜZÜ,ADNAN KAHVECİ,1920.9026,1,5,7,81388
2991,Şehit Nail Sarıgan Parkı,İSTANBUL,GÜZEL,BEYLİKDÜZÜ,ADNAN KAHVECİ,1734.1992,3,1,1,81388
2989,Sami Aksu Parkı,İSTANBUL,GÜZEL,BEYLİKDÜZÜ,ADNAN KAHVECİ,692.717,1,3,2,81388
3011,Kışla Caddesi Parkı,İSTANBUL,DAVUT PAŞA,BEYLİKDÜZÜ,ADNAN KAHVECİ,6647.6665,1,1,1,81388
3004,Kemal Türkler Parkı,İSTANBUL,PAŞAZADE,BEYLİKDÜZÜ,ADNAN KAHVECİ,4522.396,4,3,5,81388
3005,Çamlıtepe Caddesi Parkı,İSTANBUL,BÜYÜKDERE,BEYLİKDÜZÜ,ADNAN KAHVECİ,12012.028,2,3,2,81388
3006,Aşık Mahsuni Şerif Parkı,İSTANBUL,DAVUT PAŞA,BEYLİKDÜZÜ,ADNAN KAHVECİ,2541.8445,1,2,1,81388
3010,Türkan Saylan Parkı,İSTANBUL,CEBECİ,BEYLİKDÜZÜ,ADNAN KAHVECİ,7664.3755,2,0,3,81388
2984,Kemal Sunal Parkı,İSTANBUL,SEDEF,BEYLİKDÜZÜ,ADNAN KAHVECİ,2138.476,2,4,11,81388
3013,Yeşil Alan+Pazar Alanı,İSTANBUL,ULUDAĞ,BEYLİKDÜZÜ,ADNAN KAHVECİ,12725.679,1,1,6,81388
2985,Atakent Parkı,İSTANBUL,SEDEF,BEYLİKDÜZÜ,ADNAN KAHVECİ,1201.4448,6,6,3,81388
2981,Kıvırcık Ali Parkı,İSTANBUL,KÖROĞLU,BEYLİKDÜZÜ,ADNAN KAHVECİ,1802.6406,1,1,0,81388
2983,Eğitim Vadisi,İSTANBUL,KÖROĞLU,BEYLİKDÜZÜ,ADNAN KAHVECİ,94033.11,7,0,1,81388
3015,Yaşam Vadisi 1. Etap,İSTANBUL,ULUDAĞ,BEYLİKDÜZÜ,ADNAN KAHVECİ,146217.36,11,4,12,81388
3016,Dora Park Site Önü,İSTANBUL,ERENLER,BEYLİKDÜZÜ,ADNAN KAHVECİ,3997.1543,5,3,4,81388
3008,Turhan Selçuk Parkı,İSTANBUL,KUŞTEPE,BEYLİKDÜZÜ,ADNAN KAHVECİ,1321.0322,1,0,0,81388
1015,Vali Recep Yazıcıoğlu Koruluğu,İSTANBUL,ALİ ÇEBİ,BEYLİKDÜZÜ,BARIŞ,4483.587,7,0,2,44288
4066,Cevat Şakir Karaağaç Cd. Parkı,İSTANBUL,PEYAMİ SAFA,BEYLİKDÜZÜ,BARIŞ,4493.303,2,0,2,44288
2999,Osmanlı Parkı,İSTANBUL,KIŞLA,BEYLİKDÜZÜ,BARIŞ,26267.2,8,29,1,44288
4065,Şirinler Parkı,İSTANBUL,KIBRIS,BEYLİKDÜZÜ,BARIŞ,633.1902,4,0,1,44288
4059,Enver Adakan Parkı 1,İSTANBUL,RIFAT ILGAZ,BEYLİKDÜZÜ,BARIŞ,9604.903,6,9,2,44288
4058,Şener Şen Parkı,İSTANBUL,KAYIN,BEYLİKDÜZÜ,BARIŞ,4545.2734,7,0,4,44288
4060,Barış Parkı  ( Aynı Zamanda TRANSFER ALANIDIR.),İSTANBUL,HOŞSEDA,BEYLİKDÜZÜ,BARIŞ,6830.8765,5,1,4,44288
4062,Enver Adakan Parkı 2,İSTANBUL,GÜNEŞLİ,BEYLİKDÜZÜ,BARIŞ,24506.76,1,4,9,44288
1016,Eray Altın Koruluğu,İSTANBUL,ALİ ÇEBİ,BEYLİKDÜZÜ,BARIŞ,5893.216,4,2,7,44288
1018,Belediye Parkı,İSTANBUL,BELEDİYE,BEYLİKDÜZÜ,BARIŞ,14363.458,1,3,2,44288
4061,Gazanfer Özcan Parkı,İSTANBUL,11,BEYLİKDÜZÜ,BEYLİKDÜZÜOSB,4099.102,3,2,2,
4174,Mehmetçik Parkı,İSTANBUL,CUMHURİYET,BEYLİKDÜZÜ,BÜYÜKŞEHİR,5089.484,1,0,0,17198
1025,Atatürk Parkı,İSTANBUL,BELEDİYE,BEYLİKDÜZÜ,BÜYÜKŞEHİR,8437.86,1,0,0,17198
4064,Atrium Parkı,İSTANBUL,ENVER ADAKAN,BEYLİKDÜZÜ,BÜYÜKŞEHİR,14003.209,1,0,0,17198
4171,Mehmet Akif Ersoy Parkı,İSTANBUL,İSTİKLAL,BEYLİKDÜZÜ,BÜYÜKŞEHİR,13118.152,1,0,0,17198
4063,Sezen Aksu Parkı,İSTANBUL,ENVER ADAKAN,BEYLİKDÜZÜ,BÜYÜKŞEHİR,7511.682,1,3,0,17198
4170,Etkinlik Alanı,İSTANBUL,19 MAYIS,BEYLİKDÜZÜ,BÜYÜKŞEHİR,9338.534,1,0,0,17198
1022,Barış Manço Parkı,İSTANBUL,BELEDİYE,BEYLİKDÜZÜ,BÜYÜKŞEHİR,5064.5225,1,1,1,17198
4168,Kahraman Sokak Parkı,İSTANBUL,ATATÜRK,BEYLİKDÜZÜ,BÜYÜKŞEHİR,8797.571,1,0,0,17198
4169,Cumhuriyet Caddesi Boş Alan,İSTANBUL,CUMHURİYET,BEYLİKDÜZÜ,CUMHURİYET,6960.168,1,0,0,20018
4175,Festival Alanı ( Aynı Zamanda TRANSER ALANIDIR.),İSTANBUL,CUMHURİYET,BEYLİKDÜZÜ,CUMHURİYET,13075.262,1,2,0,20018
4173,Fatih Sultan Mehmet Koruluğu,İSTANBUL,CUMHURİYET,BEYLİKDÜZÜ,CUMHURİYET,4388.943,2,0,1,20018
3019,Bizimkent Atatürk Koruluğu,İSTANBUL,KIŞLA,BEYLİKDÜZÜ,CUMHURİYET,56827.688,1,4,4,20018
4421,Emek Sokak Parkı,İSTANBUL,ALİ TALİP ÖZDEMİR,BEYLİKDÜZÜ,CUMHURİYET,12009.833,1,0,3,20018
4172,Kuğulu Parkı,İSTANBUL,CUMHURİYET,BEYLİKDÜZÜ,CUMHURİYET,8928.429,1,0,0,20018
4167,Cumhuriyet Parkı,İSTANBUL,ATATÜRK,BEYLİKDÜZÜ,CUMHURİYET,3418.8232,1,2,1,20018
3018,Aliye İzzetbegoviç Parkı,İSTANBUL,KIŞLA,BEYLİKDÜZÜ,CUMHURİYET,13408.79,1,0,0,20018
4754,Erdinç Sokak Parkı,İSTANBUL,BOSTAN,BEYLİKDÜZÜ,DEREAĞZI,599.97455,1,0,0,14963
4769,Karacaoğlan Caddesi Parkı 2,İSTANBUL,KÜFE,BEYLİKDÜZÜ,DEREAĞZI,1395.2539,1,0,0,14963
4768,Yıldız Cami Parkı,İSTANBUL,DENİZYOLU,BEYLİKDÜZÜ,DEREAĞZI,1130.5621,1,1,0,14963
4770,Mihrap Sokak Parkı,İSTANBUL,GÖRKEM,BEYLİKDÜZÜ,DEREAĞZI,568.04016,1,0,0,14963
4771,Semra Sokak Parkı,İSTANBUL,ŞENYURT,BEYLİKDÜZÜ,DEREAĞZI,846.98987,1,2,3,14963
4772,Şenyurt Caddesi Parkı,İSTANBUL,LİMON,BEYLİKDÜZÜ,DEREAĞZI,1897.5741,1,0,0,14963
4773,Ordu Caddesi Parkı,İSTANBUL,DİCLE,BEYLİKDÜZÜ,DEREAĞZI,1657.3572,1,0,0,14963
4774,Sarraf Sokak Parkı,İSTANBUL,TİPİ,BEYLİKDÜZÜ,DEREAĞZI,2180.1257,1,0,0,14963
4775,Yakut Sokak Parkı,İSTANBUL,DENİZYOLU,BEYLİKDÜZÜ,DEREAĞZI,635.02844,1,0,0,14963
4776,Rüzgar Sokak Parkı,İSTANBUL,ULUS,BEYLİKDÜZÜ,DEREAĞZI,2229.1577,1,0,0,14963
4777,Serhat Sokak Parkı,İSTANBUL,HEKİM,BEYLİKDÜZÜ,DEREAĞZI,5634.525,1,0,0,14963
4778,Gürkan Sokak Parkı,İSTANBUL,GÖLYAKA,BEYLİKDÜZÜ,DEREAĞZI,1713.439,2,0,0,14963
4766,Ebru Sokak Parkı,İSTANBUL,BERE,BEYLİKDÜZÜ,DEREAĞZI,2174.5554,1,0,0,14963
4779,Küçük Sokak Parkı,İSTANBUL,GÖLYAKA,BEYLİKDÜZÜ,DEREAĞZI,1649.7335,1,0,0,14963
4765,Hisar Caddesi Parkı,İSTANBUL,ORDU,BEYLİKDÜZÜ,DEREAĞZI,4934.43,1,0,0,14963
4780,Minare Sokak Parkı 2,İSTANBUL,ULUS,BEYLİKDÜZÜ,DEREAĞZI,933.88776,1,0,0,14963
4782,Korkent Caddesi Parkı,İSTANBUL,JALE,BEYLİKDÜZÜ,DEREAĞZI,8565.43,1,0,0,14963
4784,Korukent Caddesi Parkı 1,İSTANBUL,AYDINLIK,BEYLİKDÜZÜ,DEREAĞZI,6898.895,1,0,0,14963
4785,Korukent Caddesi Parkı 2,İSTANBUL,DİLİM,BEYLİKDÜZÜ,DEREAĞZI,2249.8088,1,0,0,14963
4788,Hasan Tahsin Caddesi Parkı 2,İSTANBUL,SIRMA,BEYLİKDÜZÜ,DEREAĞZI,2452.9172,1,0,0,14963
4789,Minare Sokak Parkı 1,İSTANBUL,BAĞ,BEYLİKDÜZÜ,DEREAĞZI,862.883,1,0,0,14963
4790,Zerafet Sokak Parkı,İSTANBUL,BAHARİYE,BEYLİKDÜZÜ,DEREAĞZI,3782.0498,1,0,1,14963
4793,Kamelya Sokak Parkı,İSTANBUL,HIZIR,BEYLİKDÜZÜ,DEREAĞZI,5090.738,1,0,0,14963
4796,Karacaoğlan Caddesi Parkı 1,İSTANBUL,KORUKENT,BEYLİKDÜZÜ,DEREAĞZI,2950.7466,1,0,0,14963
4797,Kuruçeşme Caddesi Parkı,İSTANBUL,KORUKENT,BEYLİKDÜZÜ,DEREAĞZI,4395.0796,1,0,0,14963
4798,Hasan Tahsin Caddesi Parkı 1,İSTANBUL,MUHSİN,BEYLİKDÜZÜ,DEREAĞZI,1670.9762,1,0,0,14963
4799,Aşık Veysel Güzel Sanatlar Lisesi Bahçesi ve Çevresi,İSTANBUL,KARLIDAĞ,BEYLİKDÜZÜ,DEREAĞZI,6457.815,1,4,0,14963
4800,Çamözü Sokak Parkı,İSTANBUL,SARICA,BEYLİKDÜZÜ,DEREAĞZI,1549.7374,8,3,8,14963
4801,Mete Sokak Parkı,İSTANBUL,SÜKUNET,BEYLİKDÜZÜ,DEREAĞZI,1870.0518,5,3,8,14963
4762,Demokrasi Parkı,İSTANBUL,GÖKTÜRK,BEYLİKDÜZÜ,DEREAĞZI,717.3313,1,0,0,14963
4761,Kumru Sokak Parkı,İSTANBUL,TEST33,BEYLİKDÜZÜ,DEREAĞZI,640.99316,1,1,2,14963
4760,Yedi Kardeşler Cami Karşısı,İSTANBUL,TEST33,BEYLİKDÜZÜ,DEREAĞZI,2681.8281,1,0,0,14963
4759,Etikent Sitesi,İSTANBUL,DENİZYOLU,BEYLİKDÜZÜ,DEREAĞZI,2084.349,1,0,0,14963
4758,Onurlu Sokak Parkı,İSTANBUL,DENİZYOLU,BEYLİKDÜZÜ,DEREAĞZI,775.71136,1,0,0,14963
4757,Mithatpaşa Cd. Ağaçlandırma Alanı,İSTANBUL,DENİZYOLU,BEYLİKDÜZÜ,DEREAĞZI,4996.9106,1,0,0,14963
4756,Mithat Paşa Ağaçlandırma Alanı,İSTANBUL,BOSTAN,BEYLİKDÜZÜ,DEREAĞZI,4207.7944,1,0,0,14963
4755,Özkan Sokak Parkı,İSTANBUL,BOSTAN,BEYLİKDÜZÜ,DEREAĞZI,3358.7207,1,0,1,14963
2992,Karacaoğlan Parkı,İSTANBUL,İNÖNÜ,BEYLİKDÜZÜ,DEREAĞZI,772.38495,4,5,7,14963
2990,Poyraz Sokak Parkı,İSTANBUL,İNÖNÜ,BEYLİKDÜZÜ,DEREAĞZI,1027.9396,1,1,5,14963
2988,Lider Sokak Parkı,İSTANBUL,İNÖNÜ,BEYLİKDÜZÜ,DEREAĞZI,2365.244,1,0,2,14963
2987,Neşet Ertaş Parkı,İSTANBUL,İNÖNÜ,BEYLİKDÜZÜ,DEREAĞZI,1812.91,3,4,6,14963
2982,Yeditepe Caddesi Parkı,İSTANBUL,İNÖNÜ,BEYLİKDÜZÜ,DEREAĞZI,3461.8777,1,2,0,14963
2986,Kardeşler Sokak Parkı,İSTANBUL,İNÖNÜ,BEYLİKDÜZÜ,DEREAĞZI,1718.548,1,0,0,14963
5357,80.Yıl Parkı 2.Bölge,İSTANBUL,HALİDE EDİP ADIVAR,BEYLİKDÜZÜ,GÜRPINAR,7942.467,6,2,7,15558
5015,Levent Kırca Parkı,İSTANBUL,GÜRPINAR,BEYLİKDÜZÜ,GÜRPINAR,1347.5063,1,3,4,15558
5017,Hacı Bektaş Veli Parkı,İSTANBUL,GÜRPINAR,BEYLİKDÜZÜ,GÜRPINAR,1309.8224,1,0,0,15558
5350,Dede Korkut Caddesi- Çağla Sokak Kesişimi,İSTANBUL,DALYAN,BEYLİKDÜZÜ,GÜRPINAR,1197.807,1,0,1,15558
5351,Çağla Sokak Parkı 3,İSTANBUL,ÖMER SEYFETTİN,BEYLİKDÜZÜ,GÜRPINAR,1710.3662,1,1,3,15558
5352,80.Yıl Parkı 4. Etap,İSTANBUL,NAMIK KEMAL,BEYLİKDÜZÜ,GÜRPINAR,2840.0925,1,3,3,15558
5353,Vatan Cd. Parkı,İSTANBUL,ÖMER SEYFETTİN,BEYLİKDÜZÜ,GÜRPINAR,6585.368,1,2,6,15558
5354,İstiklal Caddesi Parkı,İSTANBUL,SOLMAZ,BEYLİKDÜZÜ,GÜRPINAR,1552.8221,4,1,7,15558
5355,Cumhuriyet Parkı,İSTANBUL,VATAN,BEYLİKDÜZÜ,GÜRPINAR,1623.4779,3,1,7,15558
5356,Şehit Asteğmen Nejdet Aydoğdu Parkı,İSTANBUL,SERAY,BEYLİKDÜZÜ,GÜRPINAR,329.1633,1,3,2,15558
5020,Anarşalılar Parkı,İSTANBUL,DENİZGÖREN,BEYLİKDÜZÜ,GÜRPINAR,1837.4272,3,3,3,15558
5358,80.Yıl Parkı,İSTANBUL,TEVFİK FİKRET,BEYLİKDÜZÜ,GÜRPINAR,2932.621,2,4,2,15558
3000,Malik Ağa Sokak Parkı,İSTANBUL,İNÖNÜ,BEYLİKDÜZÜ,GÜRPINAR,702.9964,1,2,1,15558
4803,80.Yıl Parkı 3.Etap ( Aynı Zamanda TRANSFER ALANIDIR.),İSTANBUL,HASAN TAHSİN,BEYLİKDÜZÜ,GÜRPINAR,1181.0415,1,3,4,15558
4802,Yaşar Sokak Parkı,İSTANBUL,HASAN TAHSİN,BEYLİKDÜZÜ,GÜRPINAR,782.6949,3,1,3,15558
4795,Sefa Sokak Parkı,İSTANBUL,ZÜRAFA,BEYLİKDÜZÜ,GÜRPINAR,1266.1481,2,0,2,15558
4794,Bahçevan Sokak Parkı,İSTANBUL,ZÜRAFA,BEYLİKDÜZÜ,GÜRPINAR,2426.1138,1,0,1,15558
4792,Çağla Sokak Parkı 1,İSTANBUL,ZÜRAFA,BEYLİKDÜZÜ,GÜRPINAR,3060.9048,3,1,2,15558
4791,Çağla Sokak Parkı 2,İSTANBUL,ZÜRAFA,BEYLİKDÜZÜ,GÜRPINAR,2520.594,1,1,2,15558
4786,Ömer Seyfettin Caddesi Parkı,İSTANBUL,ZÜRAFA,BEYLİKDÜZÜ,GÜRPINAR,475.67505,1,0,0,15558
4764,Çizgi Sokak Parkı,İSTANBUL,DENİZYOLU,BEYLİKDÜZÜ,GÜRPINAR,805.067,1,0,0,15558
5051,Sokullu Caddesi Parkı,İSTANBUL,MUSTAFA KEMAL,BEYLİKDÜZÜ,KAVAKLI,1838.3676,3,2,6,44742
4054,Mustafa Kemal Caddesi Parkı,İSTANBUL,30 AĞUSTOS,BEYLİKDÜZÜ,KAVAKLI,9093.15,1,0,1,44742
5056,Şehit Komando Er Ahmet Yıldız Parkı,İSTANBUL,NURLU,BEYLİKDÜZÜ,KAVAKLI,1284.3417,4,2,5,44742
5057,İhlas Marmara Evleri 2.Kısım,İSTANBUL,FARABİ,BEYLİKDÜZÜ,KAVAKLI,58640.66,1,3,2,44742
5059,Gültekin Sokak Parkı,İSTANBUL,KOCATEPE,BEYLİKDÜZÜ,KAVAKLI,4980.4814,1,2,2,44742
2997,Esef Sokak Parkı,İSTANBUL,BÜLENT ECEVİT,BEYLİKDÜZÜ,KAVAKLI,1337.757,1,0,1,44742
2998,Martı Sokak Parkı,İSTANBUL,BÜLENT ECEVİT,BEYLİKDÜZÜ,KAVAKLI,6152.6523,5,0,5,44742
4783,Demokrasi Caddesi Parkı,İSTANBUL,KOCATEPE,BEYLİKDÜZÜ,KAVAKLI,2379.9746,3,0,1,44742
5064,Orhangazi Caddesi Parkı 1,İSTANBUL,ÇAY,BEYLİKDÜZÜ,KAVAKLI,343.03293,1,0,1,44742
5060,Bedesten Sokak Parkı,İSTANBUL,CİHAN,BEYLİKDÜZÜ,KAVAKLI,933.69055,1,6,2,44742
4055,Yaşam Vadisi 5. Etap 1,İSTANBUL,30 AĞUSTOS,BEYLİKDÜZÜ,KAVAKLI,38684.156,3,1,4,44742
5061,Orhangazi Caddesi Parkı 2,İSTANBUL,KARLICA,BEYLİKDÜZÜ,KAVAKLI,3050.218,1,0,7,44742
5062,İbrahim Müteferrika Caddesi Parkı,İSTANBUL,YEŞİLYURT,BEYLİKDÜZÜ,KAVAKLI,1162.1654,1,0,1,44742
5063,Aydın Menderes Cd Parkı,İSTANBUL,GÜLTEKİN,BEYLİKDÜZÜ,KAVAKLI,623.3826,3,2,0,44742
4763,Yaşam Vadisi 6. Etap 1,İSTANBUL,KOCATEPE,BEYLİKDÜZÜ,KAVAKLI,19291.482,1,0,2,44742
4057,İhlas Marmara Evleri,İSTANBUL,RIFAT ILGAZ,BEYLİKDÜZÜ,KAVAKLI,27505.889,1,0,0,44742
5067,Şehitler Caddesi Parkı,İSTANBUL,AYASOFYA,BEYLİKDÜZÜ,KAVAKLI,3796.4155,1,0,0,44742
4781,Kocatepe Parkı,İSTANBUL,KOCATEPE,BEYLİKDÜZÜ,KAVAKLI,2012.0155,1,0,0,44742
5066,Kocatepe Caddesi Parkı,İSTANBUL,KOCATEPE,BEYLİKDÜZÜ,KAVAKLI,1507.7343,1,1,0,44742
4767,Çınarlı Sokak Parkı,İSTANBUL,KOCATEPE,BEYLİKDÜZÜ,KAVAKLI,7259.1885,2,0,1,44742
4787,Firuze Sokak Parkı,İSTANBUL,KOCATEPE,BEYLİKDÜZÜ,KAVAKLI,386.8881,2,2,6,44742
4056,Batı Trakya Bulvarı Parkı,İSTANBUL,30 AĞUSTOS,BEYLİKDÜZÜ,KAVAKLI,1771.8971,1,1,2,44742
5065,Ayasofya Cd Parkı,İSTANBUL,GÜLTEKİN,BEYLİKDÜZÜ,KAVAKLI,1583.3303,4,0,0,44742
5035,Yaşam Vadisi 6. Etap 2 ( Aynı Zamanda TRANSFER ALANIDIR.),İSTANBUL,KOCATEPE,BEYLİKDÜZÜ,KAVAKLI,99992.99,1,0,0,44742
5040,Spor Tesis Alanı,İSTANBUL,TÜLAY,BEYLİKDÜZÜ,KAVAKLI,9716.196,4,6,9,44742
5044,Yaşam Vadisi 5. Etap 2,İSTANBUL,YILDIRIM,BEYLİKDÜZÜ,KAVAKLI,21793.498,1,0,2,44742
5045,Çim Sokak Parkı,İSTANBUL,SUSAM,BEYLİKDÜZÜ,KAVAKLI,1262.6095,4,5,2,44742
5046,Hostes Mümine Bulut Parkı,İSTANBUL,KINALIKUZU,BEYLİKDÜZÜ,KAVAKLI,671.2281,4,6,4,44742
5047,Ay Sokak Parkı,İSTANBUL,UMUT,BEYLİKDÜZÜ,KAVAKLI,821.5598,3,5,4,44742
5048,Özlem Sokak Parkı,İSTANBUL,BAHTİYAR,BEYLİKDÜZÜ,KAVAKLI,1701.9574,4,5,3,44742
5434,Volkan Parkı,İSTANBUL,YURT,BEYLİKDÜZÜ,MARMARA,4139.0825,1,0,0,23490
5053,İlhan Selçuk Parkı,İSTANBUL,KOCATEPE,BEYLİKDÜZÜ,MARMARA,3928.6,2,2,1,23490
5058,Aşık Veysel Parkı,İSTANBUL,KOCATEPE,BEYLİKDÜZÜ,MARMARA,3174.5432,1,0,0,23490
5088,Ulusum Caddesi Parkı,İSTANBUL,MAVİ AKDENİZ,BEYLİKDÜZÜ,MARMARA,28780.355,10,6,9,23490
